zipcode,relative_income,relative_income_dispersion,income_category,inequality_category
34293,330492.0,231250.19391386464,Very High Income,High Inequality
34420,58152.0,20489.923806593328,Upper Medium Income,Moderate Inequality
34428,37715.16666666666,13051.954542008896,Upper Medium Income,Moderate Inequality
34429,45032.333333333336,26392.5977779124,Upper Medium Income,Moderate Inequality
34431,31218.33333333333,10256.314926262095,Upper Medium Income,Moderate Inequality
34432,52868.5,18082.587367409564,Upper Medium Income,Moderate Inequality
34433,28841.666666666668,11926.613646239515,Upper Medium Income,Moderate Inequality
34434,35606.166666666664,12565.727554211362,Upper Medium Income,Moderate Inequality
34436,27256.83333333333,8740.814822810667,Upper Medium Income,Moderate Inequality
34442,98711.83333333331,68359.03590723517,Upper Medium Income,High Inequality
34446,79992.0,30758.77879890553,Upper Medium Income,Moderate Inequality
34448,41249.5,17774.669636873703,Upper Medium Income,Moderate Inequality
34449,10893.833333333334,2178.350147856553,Upper Medium Income,Low Inequality
34450,44839.833333333336,15110.475405051511,Upper Medium Income,Moderate Inequality
34452,42572.833333333336,16951.61136195219,Upper Medium Income,Moderate Inequality
34453,43867.16666666666,12476.145453090336,Upper Medium Income,Moderate Inequality
34461,53408.833333333336,30691.242701569885,Upper Medium Income,Moderate Inequality
34465,78739.83333333333,34640.77629278343,Upper Medium Income,Moderate Inequality
34470,69202.16666666667,21932.6941474746,Upper Medium Income,Moderate Inequality
34471,177534.5,165939.25653774638,High Income,High Inequality
34472,106130.66666666669,47455.38329280112,Upper Medium Income,High Inequality
34473,77995.66666666667,30673.956938527943,Upper Medium Income,Moderate Inequality
34474,70950.5,21768.08401995913,Upper Medium Income,Moderate Inequality
34475,33350.833333333336,11905.656393776308,Upper Medium Income,Moderate Inequality
34476,127841.33333333331,47509.05803177608,Upper Medium Income,High Inequality
34479,48894.833333333336,13478.984982804406,Upper Medium Income,Moderate Inequality
34480,133586.83333333334,104789.9036041482,Upper Medium Income,High Inequality
34481,132658.5,67523.06212472891,Upper Medium Income,High Inequality
34482,104317.66666666669,70141.13090809605,Upper Medium Income,High Inequality
34484,42833.333333333336,30442.76257284589,Upper Medium Income,Moderate Inequality
34488,30850.33333333333,9545.125450546298,Upper Medium Income,Moderate Inequality
34491,132471.83333333334,47999.65144630393,Upper Medium Income,High Inequality
34498,2507.5,2838.7921198988843,Lower Medium Income,Low Inequality
34601,93195.5,31885.46235982787,Upper Medium Income,Moderate Inequality
34602,39847.5,15996.502002000312,Upper Medium Income,Moderate Inequality
34604,55126.5,22036.952110035545,Upper Medium Income,Moderate Inequality
34606,101100.0,34859.149106081175,Upper Medium Income,Moderate Inequality
34607,53337.833333333336,43216.373227824966,Upper Medium Income,High Inequality
34608,115642.16666666669,49361.23474313286,Upper Medium Income,High Inequality
34609,193616.16666666663,75193.63935444718,High Income,High Inequality
34610,67007.33333333333,24160.13920213761,Upper Medium Income,Moderate Inequality
34613,78204.5,26219.081133784992,Upper Medium Income,Moderate Inequality
34614,39568.833333333336,18224.872097402127,Upper Medium Income,Moderate Inequality
34637,62988.0,57245.770603600045,Upper Medium Income,High Inequality
34638,218419.66666666663,172387.23951576772,Very High Income,High Inequality
34639,178328.5,121160.78711654196,High Income,High Inequality
34652,115657.16666666669,45864.26490162757,Upper Medium Income,High Inequality
34653,111531.33333333331,44513.95190124852,Upper Medium Income,High Inequality
34654,107810.0,45400.52513793205,Upper Medium Income,High Inequality
34655,301125.8333333333,204565.01833247705,Very High Income,High Inequality
34667,133125.66666666666,42286.82342132909,Upper Medium Income,High Inequality
34668,139510.83333333334,69119.11107477198,Upper Medium Income,High Inequality
34669,59730.16666666666,27566.673904674582,Upper Medium Income,Moderate Inequality
34677,178049.5,155299.14958910755,High Income,High Inequality
34683,273368.0,262817.35868165176,Very High Income,High Inequality
34684,163484.16666666666,83341.42770895317,High Income,High Inequality
34685,174775.16666666666,200764.0250417556,High Income,High Inequality
34688,112719.33333333331,165216.2359366254,Upper Medium Income,High Inequality
34689,160399.16666666666,102166.11899728142,High Income,High Inequality
34690,41275.333333333336,23639.08882056723,Upper Medium Income,Moderate Inequality
34691,77622.83333333333,31690.43934953674,Upper Medium Income,Moderate Inequality
34695,192193.8333333333,234999.2160075575,High Income,High Inequality
34698,278143.5,221086.13078232657,Very High Income,High Inequality
34705,11273.833333333334,4158.229547135014,Upper Medium Income,Low Inequality
34711,388524.6666666667,225953.59215083672,Very High Income,High Inequality
34714,106744.83333333331,38902.72390163273,Upper Medium Income,High Inequality
34715,123957.66666666669,76639.67120667119,Upper Medium Income,High Inequality
34731,53495.0,18223.48538562259,Upper Medium Income,Moderate Inequality
34734,32191.83333333333,30123.53352723858,Upper Medium Income,Moderate Inequality
34736,128545.5,52687.88951837035,Upper Medium Income,High Inequality
34737,26472.0,22213.049002782125,Upper Medium Income,Moderate Inequality
34739,3196.1666666666665,2512.4089966935453,Lower Medium Income,Low Inequality
34741,154086.5,88114.72645307366,High Income,High Inequality
34743,112668.0,76699.54444975537,Upper Medium Income,High Inequality
34744,230376.3333333333,69914.70300492356,Very High Income,High Inequality
34746,206012.3333333333,66341.13027275512,Very High Income,High Inequality
34747,214152.16666666663,203628.58418249307,Very High Income,High Inequality
34748,191483.16666666663,55899.19868268835,High Income,High Inequality
34753,23812.666666666668,14679.5867743839,Upper Medium Income,Moderate Inequality
34756,38270.5,48943.73713867791,Upper Medium Income,High Inequality
34758,124956.66666666669,76925.79962448662,Upper Medium Income,High Inequality
34759,153708.5,53489.093306018935,High Income,High Inequality
34761,231600.5,103362.44161347968,Very High Income,High Inequality
34762,3617.8333333333335,3703.971782649898,Lower Medium Income,Low Inequality
34769,95288.16666666669,37739.04476489391,Upper Medium Income,Moderate Inequality
34771,172770.33333333334,106238.90835031516,High Income,High Inequality
34772,159689.66666666666,66266.26207254085,High Income,High Inequality
34773,27611.33333333333,16500.82968419063,Upper Medium Income,Moderate Inequality
34785,52538.5,16580.72091014139,Upper Medium Income,Moderate Inequality
34786,666921.5,1152098.1782906784,Very High Income,High Inequality
34787,655614.3333333334,588532.0184502001,Very High Income,High Inequality
34788,71745.16666666667,19357.31313397256,Upper Medium Income,Moderate Inequality
34797,9174.666666666666,6018.669841972283,Lower Medium Income,Low Inequality
34945,28021.666666666668,16228.37620548238,Upper Medium Income,Moderate Inequality
34946,20255.83333333333,6771.511778522332,Upper Medium Income,Low Inequality
34947,32919.833333333336,18863.19909683049,Upper Medium Income,Moderate Inequality
34949,81709.66666666667,91968.0512322984,Upper Medium Income,High Inequality
34950,37649.16666666666,22442.111579944223,Upper Medium Income,Moderate Inequality
34951,64903.333333333336,22559.51868871911,Upper Medium Income,Moderate Inequality
34952,187355.3333333333,50738.06546436972,High Income,High Inequality
34953,336607.3333333333,158240.88776124414,Very High Income,High Inequality
34956,23113.33333333333,11262.5146156028,Upper Medium Income,Moderate Inequality
34957,231975.3333333333,275348.29251816083,Very High Income,High Inequality
34972,56409.833333333336,15794.751690566922,Upper Medium Income,Moderate Inequality
34974,95493.33333333331,41934.95172128695,Upper Medium Income,High Inequality
34981,24912.0,15621.329751336792,Upper Medium Income,Moderate Inequality
34982,99442.5,27055.27319950771,Upper Medium Income,Moderate Inequality
34983,177792.83333333334,69953.41948873313,High Income,High Inequality
34984,93098.33333333331,38839.57805469399,Upper Medium Income,High Inequality
34986,207083.66666666663,142835.09469127908,Very High Income,High Inequality
34987,141089.16666666666,113287.8909458847,High Income,High Inequality
34990,363796.8333333333,485441.093343123,Very High Income,High Inequality
34994,123022.16666666669,124703.04815106431,Upper Medium Income,High Inequality
34996,252595.0,494446.66209936136,Very High Income,High Inequality
34997,315659.5,254177.75002918724,Very High Income,High Inequality
35004,54747.16666666666,29942.825206828205,Upper Medium Income,Moderate Inequality
35005,23009.83333333333,11715.473177241567,Upper Medium Income,Moderate Inequality
35006,11046.666666666666,4903.329589846747,Upper Medium Income,Low Inequality
35007,128164.5,73853.73762985865,Upper Medium Income,High Inequality
35010,77142.16666666667,33198.04871022794,Upper Medium Income,Moderate Inequality
35014,14690.0,5107.534708643691,Upper Medium Income,Low Inequality
35016,71758.66666666667,29500.321331583265,Upper Medium Income,Moderate Inequality
35019,9131.333333333334,8411.663323425793,Lower Medium Income,Moderate Inequality
35020,46642.66666666666,36987.90639474836,Upper Medium Income,Moderate Inequality
35022,105615.33333333331,51964.550041991766,Upper Medium Income,High Inequality
35023,86652.66666666667,39658.96445782046,Upper Medium Income,High Inequality
35031,24097.666666666668,9263.585670066785,Upper Medium Income,Moderate Inequality
35033,16369.666666666666,8008.746185681418,Upper Medium Income,Moderate Inequality
35034,9742.166666666666,6132.353101923166,Lower Medium Income,Low Inequality
35035,8148.166666666667,11783.490983858166,Lower Medium Income,Moderate Inequality
35040,83353.33333333333,33293.19355463916,Upper Medium Income,Moderate Inequality
35042,20033.666666666668,8136.064519573739,Upper Medium Income,Moderate Inequality
35043,94759.33333333331,84197.59580336405,Upper Medium Income,High Inequality
35044,24989.166666666668,9485.98360565032,Upper Medium Income,Moderate Inequality
35045,52844.333333333336,20393.686392280004,Upper Medium Income,Moderate Inequality
35046,25413.166666666668,13317.687222887716,Upper Medium Income,Moderate Inequality
35049,14948.166666666666,6629.346104003521,Upper Medium Income,Low Inequality
35051,45994.833333333336,31954.54941892729,Upper Medium Income,Moderate Inequality
35053,17316.5,13196.613152623668,Upper Medium Income,Moderate Inequality
35054,28166.33333333333,21794.104998064653,Upper Medium Income,Moderate Inequality
35055,85724.83333333333,34878.54100971924,Upper Medium Income,Moderate Inequality
35057,59697.0,27693.903466286585,Upper Medium Income,Moderate Inequality
35058,43714.0,17368.96222576352,Upper Medium Income,Moderate Inequality
35061,3861.1666666666665,2397.340060706171,Lower Medium Income,Low Inequality
35062,34285.333333333336,16718.98647247095,Upper Medium Income,Moderate Inequality
35063,9883.666666666666,6517.144732677544,Lower Medium Income,Low Inequality
35064,25225.33333333333,16234.951427912149,Upper Medium Income,Moderate Inequality
35068,35091.833333333336,16173.457705965868,Upper Medium Income,Moderate Inequality
35071,90150.0,54473.11171945293,Upper Medium Income,High Inequality
35072,13402.833333333334,8174.368291597012,Upper Medium Income,Moderate Inequality
35073,6749.333333333333,3841.95063303352,Lower Medium Income,Low Inequality
35077,44563.333333333336,14776.29269697466,Upper Medium Income,Moderate Inequality
35078,9266.833333333334,3719.793833892769,Lower Medium Income,Low Inequality
35079,38218.333333333336,18041.830224970712,Upper Medium Income,Moderate Inequality
35080,117864.0,94898.0629433499,Upper Medium Income,High Inequality
35083,11076.0,4369.170264478143,Upper Medium Income,Low Inequality
35085,29991.5,13165.987372772312,Upper Medium Income,Moderate Inequality
